Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
HR Manager,Corporate,Active,Moderate,83647,MBA,3,8531,9702,37,40,Mumbai,49
Customer Support Executive,Services,Declining,Moderate,39695,Bachelor,1,6434,4693,18,82,Ahmedabad,48
Factory Worker,Manufacturing,Declining,High,48831,High School,1,3006,2631,38,90,Kolkata,60
AI Engineer,Technology,Active,High,126466,Master,5,12522,10950,63,17,Jaipur,78
Nurse,Healthcare,Stable,Low,82720,Bachelor,3,4925,3526,1,9,Noida,16
Mechanical Engineer,Manufacturing,Stable,Moderate,98415,Bachelor,5,9317,6970,19,47,Ahmedabad,75
Graphic Designer,Media,Active,Moderate,64185,Bachelor,2,7636,10805,36,31,Noida,31
Accountant,Finance,Active,Moderate,70302,Bachelor,3,5780,4643,55,82,Hyderabad,54
HR Manager,Corporate,Active,Moderate,86933,MBA,6,1919,2286,2,26,Chennai,71
Research Scientist,Research,Active,Low,134086,Doctorate,8,7885,9714,39,22,Hyderabad,68
Mechanical Engineer,Manufacturing,Stable,Moderate,107711,Bachelor,5,8113,7605,17,40,Noida,40
Doctor,Healthcare,Stable,Low,128100,Doctorate,8,11447,20389,37,8,Kolkata,75
Cashier,Retail,Declining,Moderate,27758,High School,1,970,814,27,74,Ahmedabad,41
HR Manager,Corporate,Active,Moderate,63907,MBA,5,5825,5630,12,32,Delhi,18
Graphic Designer,Media,Active,Moderate,62588,Bachelor,1,3975,5653,43,56,Pune,51
Mechanical Engineer,Manufacturing,Stable,Moderate,88050,Bachelor,2,4732,6232,31,37,Pune,30
Accountant,Finance,Active,Moderate,79038,Bachelor,3,14923,17074,27,69,Noida,20
Factory Worker,Manufacturing,Declining,High,34966,High School,3,14919,16834,31,75,Chennai,61
Teacher,Education,Stable,Low,51811,Master,5,666,603,37,20,Jaipur,32
Cybersecurity Analyst,Technology,Active,Moderate,98908,Bachelor,2,1902,2068,30,28,Hyderabad,27
Factory Worker,Manufacturing,Declining,High,44291,High School,2,7158,5354,44,86,Ahmedabad,67
Teacher,Education,Stable,Low,62636,Master,6,12921,9149,3,30,Hyderabad,49
Factory Worker,Manufacturing,Declining,High,50146,High School,2,8300,9415,36,82,Ahmedabad,14
Graphic Designer,Media,Active,Moderate,59964,Bachelor,7,13491,9974,26,36,Bengaluru,26
Software Engineer,Technology,Active,High,126707,Bachelor,1,5320,7888,78,41,Hyderabad,78
Customer Support Executive,Services,Declining,Moderate,36421,Bachelor,0,11834,14819,15,91,Hyderabad,40
Accountant,Finance,Active,Moderate,72425,Bachelor,3,11378,17351,2,69,Noida,11
Cashier,Retail,Declining,Moderate,34216,High School,3,8253,8901,49,83,Jaipur,37
Teacher,Education,Stable,Low,47702,Master,4,6132,8658,17,21,Kolkata,45
Factory Worker,Manufacturing,Declining,High,44128,High School,0,9517,7071,56,74,Pune,30
Cashier,Retail,Declining,Moderate,33473,High School,3,12015,10819,69,88,Ahmedabad,44
Accountant,Finance,Active,Moderate,60368,Bachelor,3,5523,8657,26,71,Chennai,43
Cybersecurity Analyst,Technology,Active,Moderate,93992,Bachelor,3,2476,2149,37,27,Hyderabad,43
Cashier,Retail,Declining,Moderate,30824,High School,1,2458,2838,51,91,Jaipur,53
Mechanical Engineer,Manufacturing,Stable,Moderate,73034,Bachelor,2,11807,14657,38,30,Delhi,73
Cybersecurity Analyst,Technology,Active,Moderate,97855,Bachelor,3,4045,4115,92,23,Ahmedabad,33
Accountant,Finance,Active,Moderate,68587,Bachelor,2,12371,11668,36,78,Noida,62
Mechanical Engineer,Manufacturing,Stable,Moderate,70292,Bachelor,3,9095,12062,15,19,Noida,39
Accountant,Finance,Active,Moderate,79248,Bachelor,5,2147,2702,26,64,Hyderabad,44
Accountant,Finance,Active,Moderate,65231,Bachelor,0,4227,6626,39,77,Pune,53
AI Engineer,Technology,Active,High,152589,Master,5,5452,4920,63,17,Bengaluru,33
Factory Worker,Manufacturing,Declining,High,49715,High School,1,9251,11920,13,97,Delhi,44
Accountant,Finance,Active,Moderate,55106,Bachelor,4,1245,1191,46,69,Bengaluru,49
Teacher,Education,Stable,Low,39029,Master,9,5286,7360,30,24,Delhi,50
Nurse,Healthcare,Stable,Low,90315,Bachelor,4,14728,21290,55,10,Ahmedabad,42
Software Engineer,Technology,Active,High,123247,Bachelor,6,14798,26808,73,34,Bengaluru,38
Doctor,Healthcare,Stable,Low,204280,Doctorate,9,5158,10040,27,2,Ahmedabad,65
Graphic Designer,Media,Active,Moderate,60853,Bachelor,1,7716,12050,22,42,Pune,54
AI Engineer,Technology,Active,High,146746,Master,5,1341,2477,77,10,Chennai,57
HR Manager,Corporate,Active,Moderate,97061,MBA,5,8327,10682,43,31,Mumbai,29
HR Manager,Corporate,Active,Moderate,83336,MBA,3,1570,1706,31,27,Kolkata,46
Graphic Designer,Media,Active,Moderate,63948,Bachelor,3,1713,1660,45,35,Noida,30
Nurse,Healthcare,Stable,Low,91724,Bachelor,5,11746,8989,32,6,Bengaluru,27
AI Engineer,Technology,Active,High,122632,Master,6,2944,6301,58,21,Noida,41
Accountant,Finance,Active,Moderate,67778,Bachelor,0,1895,1711,36,75,Hyderabad,15
Software Engineer,Technology,Active,High,125881,Bachelor,1,9643,17033,76,10,Kolkata,48
Doctor,Healthcare,Stable,Low,218891,Doctorate,9,10266,8512,15,14,Noida,60
Cybersecurity Analyst,Technology,Active,Moderate,101377,Bachelor,4,13208,16459,94,33,Jaipur,35
Customer Support Executive,Services,Declining,Moderate,39877,Bachelor,0,7881,7084,41,72,Ahmedabad,33
Accountant,Finance,Active,Moderate,70129,Bachelor,4,14592,11037,16,81,Noida,29
Customer Support Executive,Services,Declining,Moderate,36841,Bachelor,1,5503,5239,48,76,Noida,63
Doctor,Healthcare,Stable,Low,165663,Doctorate,7,1486,3474,52,11,Noida,43
Factory Worker,Manufacturing,Declining,High,46432,High School,1,2125,2117,63,77,Hyderabad,54
Nurse,Healthcare,Stable,Low,76672,Bachelor,4,3957,6684,36,12,Chennai,48
Nurse,Healthcare,Stable,Low,78699,Bachelor,3,1830,3140,27,13,Delhi,52
Cybersecurity Analyst,Technology,Active,Moderate,93575,Bachelor,0,3347,3951,70,25,Jaipur,23
Software Engineer,Technology,Active,High,103292,Bachelor,2,3064,4966,92,32,Bengaluru,37
Customer Support Executive,Services,Declining,Moderate,42316,Bachelor,1,7881,10372,72,85,Noida,25
Graphic Designer,Media,Active,Moderate,52880,Bachelor,4,5271,4337,57,41,Bengaluru,64
Cybersecurity Analyst,Technology,Active,Moderate,79396,Bachelor,6,5220,4745,56,27,Chennai,55
Factory Worker,Manufacturing,Declining,High,42061,High School,1,14583,11183,3,88,Ahmedabad,17
Software Engineer,Technology,Active,High,95033,Bachelor,2,11762,13939,22,54,Hyderabad,59
Research Scientist,Research,Active,Low,139676,Doctorate,6,4834,8972,71,11,Noida,63
Nurse,Healthcare,Stable,Low,77620,Bachelor,4,13671,26915,62,17,Hyderabad,55
Customer Support Executive,Services,Declining,Moderate,38300,Bachelor,1,2380,1695,52,74,Jaipur,6
Cybersecurity Analyst,Technology,Active,Moderate,97913,Bachelor,5,11110,19141,45,31,Delhi,49
Research Scientist,Research,Active,Low,136250,Doctorate,9,4852,5713,27,8,Delhi,31
Software Engineer,Technology,Active,High,99479,Bachelor,5,1477,1873,68,35,Delhi,49
Mechanical Engineer,Manufacturing,Stable,Moderate,76390,Bachelor,3,5539,4962,41,32,Noida,52
Factory Worker,Manufacturing,Declining,High,52630,High School,2,14004,15146,28,99,Noida,26
Research Scientist,Research,Active,Low,126377,Doctorate,5,5228,9415,30,1,Ahmedabad,50
Software Engineer,Technology,Active,High,118183,Bachelor,1,8179,15127,67,22,Chennai,48
Factory Worker,Manufacturing,Declining,High,55927,High School,2,7094,5290,50,83,Chennai,84
Teacher,Education,Stable,Low,42496,Master,4,9347,7782,33,13,Ahmedabad,40
Graphic Designer,Media,Active,Moderate,61651,Bachelor,3,1817,2842,35,37,Noida,37
Data Scientist,Technology,Active,High,100739,Master,2,7578,11435,72,23,Pune,45
Doctor,Healthcare,Stable,Low,166143,Doctorate,8,4602,7171,17,14,Bengaluru,70
Software Engineer,Technology,Active,High,125513,Bachelor,3,4250,6910,48,32,Noida,44
Doctor,Healthcare,Stable,Low,152991,Doctorate,8,839,1073,43,13,Chennai,42
Doctor,Healthcare,Stable,Low,161144,Doctorate,7,1159,2193,26,5,Delhi,33
Graphic Designer,Media,Active,Moderate,70804,Bachelor,2,9002,14348,10,22,Ahmedabad,49
Research Scientist,Research,Active,Low,142526,Doctorate,7,5057,5707,45,4,Delhi,59
Doctor,Healthcare,Stable,Low,137445,Doctorate,9,7641,14379,22,3,Ahmedabad,17
Software Engineer,Technology,Active,High,110429,Bachelor,3,8200,8519,66,35,Pune,55
Customer Support Executive,Services,Declining,Moderate,49486,Bachelor,0,5960,6327,20,87,Pune,59
Nurse,Healthcare,Stable,Low,82036,Bachelor,6,2213,2919,27,1,Delhi,44
Cashier,Retail,Declining,Moderate,25491,High School,1,7244,6391,28,95,Ahmedabad,45
Accountant,Finance,Active,Moderate,75960,Bachelor,4,11355,16490,28,84,Kolkata,25
HR Manager,Corporate,Active,Moderate,91938,MBA,6,12960,10938,36,40,Jaipur,34
Data Scientist,Technology,Active,High,100000,Master,5,7951,6130,23,11,Mumbai,25
Cashier,Retail,Declining,Moderate,32445,High School,0,4635,5135,30,99,Pune,25
Software Engineer,Technology,Active,High,94182,Bachelor,4,13157,12077,80,41,Kolkata,40
HR Manager,Corporate,Active,Moderate,78905,MBA,7,8931,11262,24,33,Bengaluru,77
Nurse,Healthcare,Stable,Low,88907,Bachelor,4,14743,21508,24,17,Jaipur,17
Graphic Designer,Media,Active,Moderate,73205,Bachelor,1,7270,10055,35,27,Bengaluru,5
Cybersecurity Analyst,Technology,Active,Moderate,96790,Bachelor,5,8994,10656,87,31,Pune,53
Doctor,Healthcare,Stable,Low,194383,Doctorate,8,12893,15385,25,12,Ahmedabad,21
Nurse,Healthcare,Stable,Low,72533,Bachelor,5,7742,11076,51,11,Bengaluru,57
Cybersecurity Analyst,Technology,Active,Moderate,82554,Bachelor,3,4875,7436,57,41,Jaipur,43
AI Engineer,Technology,Active,High,142367,Master,6,5219,10263,51,19,Ahmedabad,45
Research Scientist,Research,Active,Low,140118,Doctorate,6,11940,18652,30,12,Ahmedabad,49
Software Engineer,Technology,Active,High,128305,Bachelor,1,972,1689,64,31,Noida,29
Mechanical Engineer,Manufacturing,Stable,Moderate,97489,Bachelor,3,4420,6067,23,46,Delhi,65
Accountant,Finance,Active,Moderate,86251,Bachelor,3,9524,9132,23,66,Bengaluru,20
Teacher,Education,Stable,Low,44952,Master,6,7184,9239,22,23,Mumbai,32
Cybersecurity Analyst,Technology,Active,Moderate,105624,Bachelor,6,14285,14986,58,28,Mumbai,35
Graphic Designer,Media,Active,Moderate,66248,Bachelor,3,2424,3161,13,39,Delhi,72
Graphic Designer,Media,Active,Moderate,61140,Bachelor,2,12240,11611,25,37,Chennai,44
Teacher,Education,Stable,Low,55216,Master,3,12057,10169,62,20,Chennai,33
Customer Support Executive,Services,Declining,Moderate,48167,Bachelor,0,14176,12545,5,79,Ahmedabad,18
Graphic Designer,Media,Active,Moderate,57809,Bachelor,1,4493,5800,36,38,Ahmedabad,43
Teacher,Education,Stable,Low,56225,Master,5,2869,3439,20,14,Kolkata,59
Cybersecurity Analyst,Technology,Active,Moderate,104249,Bachelor,2,10320,14881,41,37,Jaipur,56
Factory Worker,Manufacturing,Declining,High,36702,High School,1,14906,15689,39,96,Delhi,66
HR Manager,Corporate,Active,Moderate,82660,MBA,4,1643,2059,29,19,Chennai,43
Mechanical Engineer,Manufacturing,Stable,Moderate,95372,Bachelor,3,13443,18449,42,39,Kolkata,41
Cashier,Retail,Declining,Moderate,30811,High School,0,13405,16126,6,88,Jaipur,75
Accountant,Finance,Active,Moderate,65863,Bachelor,3,13943,17456,33,64,Bengaluru,57
Accountant,Finance,Active,Moderate,65775,Bachelor,3,12395,10899,41,79,Chennai,32
HR Manager,Corporate,Active,Moderate,76120,MBA,7,10116,12912,29,27,Noida,49
Nurse,Healthcare,Stable,Low,90096,Bachelor,4,8522,16298,9,13,Delhi,70
Graphic Designer,Media,Active,Moderate,70314,Bachelor,3,9324,7101,65,40,Ahmedabad,41
Cashier,Retail,Declining,Moderate,33862,High School,4,5946,5041,49,89,Jaipur,64
Mechanical Engineer,Manufacturing,Stable,Moderate,96924,Bachelor,7,9403,8917,21,35,Kolkata,75
Graphic Designer,Media,Active,Moderate,80541,Bachelor,1,5772,8904,26,20,Hyderabad,32
Factory Worker,Manufacturing,Declining,High,45022,High School,3,4412,3367,34,84,Noida,70
Customer Support Executive,Services,Declining,Moderate,33968,Bachelor,3,4326,3511,44,71,Kolkata,47
Data Scientist,Technology,Active,High,127473,Master,2,5713,6146,75,11,Ahmedabad,30
Factory Worker,Manufacturing,Declining,High,60925,High School,3,13794,12609,53,84,Kolkata,32
Customer Support Executive,Services,Declining,Moderate,44826,Bachelor,0,11373,11986,10,78,Delhi,29
Graphic Designer,Media,Active,Moderate,66366,Bachelor,7,1106,967,42,41,Delhi,48
Teacher,Education,Stable,Low,56086,Master,4,10169,12085,63,28,Pune,28
HR Manager,Corporate,Active,Moderate,90666,MBA,3,2144,1968,37,45,Ahmedabad,39
Software Engineer,Technology,Active,High,115609,Bachelor,1,9117,8814,64,54,Ahmedabad,52
Data Scientist,Technology,Active,High,104335,Master,3,12336,12156,72,23,Delhi,7
Customer Support Executive,Services,Declining,Moderate,46781,Bachelor,4,14769,17538,0,73,Delhi,54
Software Engineer,Technology,Active,High,75208,Bachelor,3,8192,14292,79,52,Chennai,49
Cashier,Retail,Declining,Moderate,26699,High School,0,10711,8339,20,84,Kolkata,56
Nurse,Healthcare,Stable,Low,93756,Bachelor,3,1815,1752,0,14,Pune,44
HR Manager,Corporate,Active,Moderate,77197,MBA,8,11548,15638,52,34,Jaipur,76
Customer Support Executive,Services,Declining,Moderate,41786,Bachelor,2,5688,7339,0,78,Ahmedabad,40
HR Manager,Corporate,Active,Moderate,99587,MBA,5,9364,14405,29,25,Bengaluru,43
Doctor,Healthcare,Stable,Low,206728,Doctorate,7,1621,3765,30,15,Hyderabad,53
Nurse,Healthcare,Stable,Low,85451,Bachelor,4,11713,9327,24,21,Chennai,36
Cybersecurity Analyst,Technology,Active,Moderate,73607,Bachelor,4,12735,11857,47,18,Mumbai,41
Customer Support Executive,Services,Declining,Moderate,37035,Bachelor,4,2112,2449,29,85,Mumbai,24
Graphic Designer,Media,Active,Moderate,63428,Bachelor,2,3225,4592,39,47,Chennai,70
Research Scientist,Research,Active,Low,146966,Doctorate,8,974,1287,46,13,Bengaluru,29
Cashier,Retail,Declining,Moderate,35052,High School,2,13544,10746,37,91,Bengaluru,51
Accountant,Finance,Active,Moderate,71831,Bachelor,3,6373,8213,60,76,Pune,61
Customer Support Executive,Services,Declining,Moderate,35043,Bachelor,2,2885,2976,17,87,Hyderabad,33
Teacher,Education,Stable,Low,48346,Master,3,7251,7540,22,25,Noida,61
Nurse,Healthcare,Stable,Low,75740,Bachelor,6,13484,23844,54,16,Delhi,61
AI Engineer,Technology,Active,High,117203,Master,5,3368,5679,69,5,Mumbai,28
Doctor,Healthcare,Stable,Low,192900,Doctorate,6,14767,16150,7,12,Kolkata,63
Doctor,Healthcare,Stable,Low,191603,Doctorate,9,11692,12135,48,10,Hyderabad,35
Graphic Designer,Media,Active,Moderate,57133,Bachelor,0,10054,7319,29,38,Delhi,35
Cybersecurity Analyst,Technology,Active,Moderate,95762,Bachelor,2,8055,13232,90,27,Chennai,58
Graphic Designer,Media,Active,Moderate,67613,Bachelor,3,4683,4327,22,36,Bengaluru,65
Research Scientist,Research,Active,Low,126370,Doctorate,7,13683,25958,40,1,Ahmedabad,40
Research Scientist,Research,Active,Low,139339,Doctorate,6,5212,8550,2,15,Jaipur,23
AI Engineer,Technology,Active,High,146208,Master,7,1710,1300,81,18,Ahmedabad,64
Cashier,Retail,Declining,Moderate,37244,High School,2,10126,11902,64,99,Chennai,76
Nurse,Healthcare,Stable,Low,79980,Bachelor,1,7451,10996,25,14,Chennai,7
Graphic Designer,Media,Active,Moderate,69878,Bachelor,4,14349,17704,33,29,Chennai,66
Cybersecurity Analyst,Technology,Active,Moderate,108350,Bachelor,4,6802,5956,67,45,Ahmedabad,45
Software Engineer,Technology,Active,High,123351,Bachelor,5,4386,4519,77,26,Kolkata,23
Doctor,Healthcare,Stable,Low,188067,Doctorate,7,6381,12136,67,5,Noida,51
Accountant,Finance,Active,Moderate,83054,Bachelor,4,11956,17388,17,99,Chennai,25
Data Scientist,Technology,Active,High,120311,Master,1,14099,26755,79,34,Kolkata,73
Accountant,Finance,Active,Moderate,66087,Bachelor,2,632,460,20,73,Noida,61
HR Manager,Corporate,Active,Moderate,87664,MBA,5,11736,10570,49,37,Bengaluru,30
Research Scientist,Research,Active,Low,155041,Doctorate,6,10435,19791,40,10,Ahmedabad,66
HR Manager,Corporate,Active,Moderate,83774,MBA,4,5189,3962,26,30,Hyderabad,31
Doctor,Healthcare,Stable,Low,176181,Doctorate,5,13638,16139,4,4,Pune,33
Cybersecurity Analyst,Technology,Active,Moderate,106991,Bachelor,2,10930,9139,56,23,Hyderabad,21
Doctor,Healthcare,Stable,Low,170147,Doctorate,8,4606,4969,28,10,Delhi,60
Nurse,Healthcare,Stable,Low,81121,Bachelor,1,2091,2995,32,9,Bengaluru,50
Accountant,Finance,Active,Moderate,71544,Bachelor,7,13420,11134,9,81,Ahmedabad,29
Data Scientist,Technology,Active,High,124630,Master,1,9995,17682,62,19,Pune,33
Factory Worker,Manufacturing,Declining,High,54389,High School,1,2653,2771,55,93,Mumbai,37
Research Scientist,Research,Active,Low,153538,Doctorate,8,5335,10068,37,7,Pune,60
Factory Worker,Manufacturing,Declining,High,44735,High School,0,7307,8366,0,76,Delhi,37
Cybersecurity Analyst,Technology,Active,Moderate,106808,Bachelor,3,2665,2783,88,42,Jaipur,40
Research Scientist,Research,Active,Low,135911,Doctorate,6,6494,11960,39,1,Jaipur,38
Teacher,Education,Stable,Low,72718,Master,3,4965,5670,46,36,Delhi,23
Accountant,Finance,Active,Moderate,71820,Bachelor,1,14011,12143,18,69,Ahmedabad,52
Mechanical Engineer,Manufacturing,Stable,Moderate,85351,Bachelor,4,5335,8909,31,31,Pune,48
Mechanical Engineer,Manufacturing,Stable,Moderate,103153,Bachelor,3,2386,2546,37,33,Ahmedabad,52
Software Engineer,Technology,Active,High,116181,Bachelor,3,2806,2706,52,38,Hyderabad,39
HR Manager,Corporate,Active,Moderate,76446,MBA,3,11580,8113,40,35,Kolkata,69
HR Manager,Corporate,Active,Moderate,92026,MBA,4,13682,14142,13,31,Jaipur,28
Cashier,Retail,Declining,Moderate,26628,High School,0,1979,1644,33,99,Kolkata,73
Data Scientist,Technology,Active,High,121913,Master,3,4832,6083,48,15,Jaipur,69
Software Engineer,Technology,Active,High,104917,Bachelor,3,7951,5856,59,26,Pune,88
Nurse,Healthcare,Stable,Low,87259,Bachelor,4,12771,17262,50,1,Chennai,76
Doctor,Healthcare,Stable,Low,173791,Doctorate,8,6742,5022,7,5,Pune,49
Software Engineer,Technology,Active,High,98205,Bachelor,1,11556,13355,60,31,Hyderabad,67
Graphic Designer,Media,Active,Moderate,60824,Bachelor,3,910,1269,48,26,Noida,58
Research Scientist,Research,Active,Low,141913,Doctorate,6,9698,7011,32,10,Pune,68
Research Scientist,Research,Active,Low,127923,Doctorate,8,10495,11692,44,11,Hyderabad,57
Nurse,Healthcare,Stable,Low,70085,Bachelor,2,1535,2766,55,4,Ahmedabad,62
Research Scientist,Research,Active,Low,154717,Doctorate,9,11986,22631,15,1,Chennai,43
Nurse,Healthcare,Stable,Low,76846,Bachelor,2,7189,12831,12,17,Mumbai,41
AI Engineer,Technology,Active,High,140249,Master,3,1242,1159,69,18,Bengaluru,15
Accountant,Finance,Active,Moderate,70082,Bachelor,6,8571,11794,28,78,Mumbai,72
Software Engineer,Technology,Active,High,97474,Bachelor,5,4346,5140,65,39,Jaipur,25
AI Engineer,Technology,Active,High,149968,Master,4,6867,8448,61,24,Ahmedabad,40
Cashier,Retail,Declining,Moderate,31269,High School,0,11485,11396,33,77,Jaipur,59
Customer Support Executive,Services,Declining,Moderate,32200,Bachelor,0,10122,7911,30,87,Delhi,46
Research Scientist,Research,Active,Low,161230,Doctorate,5,7297,10875,69,16,Mumbai,41
HR Manager,Corporate,Active,Moderate,93765,MBA,5,8517,6807,44,22,Noida,88
Customer Support Executive,Services,Declining,Moderate,47278,Bachelor,2,5083,3673,42,96,Bengaluru,13
Factory Worker,Manufacturing,Declining,High,48144,High School,1,6570,5968,43,84,Hyderabad,78
Graphic Designer,Media,Active,Moderate,69341,Bachelor,0,7785,7221,1,43,Hyderabad,52
HR Manager,Corporate,Active,Moderate,89420,MBA,1,6442,6728,29,27,Mumbai,63
Nurse,Healthcare,Stable,Low,69502,Bachelor,0,6518,11687,24,1,Jaipur,53
Research Scientist,Research,Active,Low,147755,Doctorate,5,11064,11771,0,11,Pune,53
Data Scientist,Technology,Active,High,117352,Master,4,7023,9258,49,17,Chennai,47
Cybersecurity Analyst,Technology,Active,Moderate,95607,Bachelor,6,2501,1930,78,22,Ahmedabad,41
Software Engineer,Technology,Active,High,118054,Bachelor,3,11358,16970,66,29,Hyderabad,5
Nurse,Healthcare,Stable,Low,96667,Bachelor,4,10977,16414,42,1,Noida,32
Data Scientist,Technology,Active,High,120671,Master,2,1328,1642,90,30,Pune,42
Cybersecurity Analyst,Technology,Active,Moderate,87255,Bachelor,3,2563,4020,63,29,Noida,35
Cybersecurity Analyst,Technology,Active,Moderate,77735,Bachelor,4,1624,1993,76,27,Jaipur,69
Cybersecurity Analyst,Technology,Active,Moderate,111295,Bachelor,6,10107,12713,59,24,Hyderabad,77
HR Manager,Corporate,Active,Moderate,92906,MBA,5,14749,12376,37,42,Hyderabad,40
Cashier,Retail,Declining,Moderate,34192,High School,2,13187,11052,31,91,Delhi,66
Mechanical Engineer,Manufacturing,Stable,Moderate,68928,Bachelor,4,10264,13066,30,39,Bengaluru,72
Accountant,Finance,Active,Moderate,64185,Bachelor,4,14564,20752,13,73,Delhi,55
