Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Acupuncturist,IT,Active,High,117834.71,Doctorate,6,6486,2155,75.96,65.79,Canada,47.88
"Teacher, music",Manufacturing,Declining,Low,145798.12,Bachelor,4,2141,8092,15.59,41.89,Brazil,57.73
Electrical engineer,Education,Active,Moderate,57580.63,Associate Degree,4,2067,8768,71.18,66.32,UK,22.9
Theatre manager,Manufacturing,Active,High,44557.58,Bachelor,7,8600,8451,49.05,83.13,Brazil,65.64
Sales promotion account executive,Finance,Declining,Low,34014.29,Bachelor,4,9153,4251,72.94,70.21,India,48.75
Multimedia programmer,Entertainment,Active,Low,56135.47,Associate Degree,4,1229,7369,66.08,21.61,USA,23.48
Theatre manager,Entertainment,Active,High,91977.75,Doctorate,3,4837,6074,33.76,25.2,China,54.17
Health promotion specialist,Transportation,Active,Low,82613.9,Master,19,8168,247,94.57,80.17,USA,78.47
Mechanical engineer,Healthcare,Declining,High,139546.53,Master,2,8634,6057,20.93,36.43,India,23.45
Public relations officer,Healthcare,Declining,Moderate,114687.7,High School,17,1573,4576,39.34,59.74,USA,32.08
Television production assistant,Healthcare,Declining,High,116137.46,Master,20,6994,7015,90.45,94.18,Canada,72.82
Surgeon,Transportation,Declining,High,53663.8,High School,17,4610,349,46.16,53.06,India,43.59
Clinical psychologist,Education,Declining,High,65559.22,Associate Degree,8,3836,7536,98.5,44.05,Australia,70.7
"Buyer, industrial",Entertainment,Declining,Low,97707.95,Associate Degree,19,3744,7692,80.78,8.84,India,33.25
Geochemist,Finance,Declining,Low,125897.7,Master,14,2633,6432,9.43,12.37,Germany,51.42
"Designer, jewellery",Transportation,Declining,Moderate,112131.52,High School,0,224,8836,66.38,49.41,USA,28.07
Psychiatrist,Education,Active,Moderate,62451.48,Bachelor,7,888,1424,56.65,60.73,USA,57.72
"Surveyor, land/geomatics",Entertainment,Active,Moderate,40789.83,Associate Degree,0,9761,5197,34.55,4.13,USA,41.54
Health and safety inspector,Finance,Declining,High,80088.65,Doctorate,1,2618,8552,42.17,85.67,China,32.31
Hydrogeologist,Transportation,Declining,Moderate,136572.76,Associate Degree,9,3166,1962,95.26,2.92,Canada,71.56
Professor Emeritus,Education,Declining,Low,97488.67,High School,15,6982,2981,64.6,50.43,Canada,78.54
Systems developer,Healthcare,Declining,High,41201.94,High School,10,4649,7882,14.39,51.91,Brazil,22.4
"Civil engineer, contracting",Education,Declining,Low,131949.79,Associate Degree,10,2686,5686,55.48,60.19,China,54.35
Psychotherapist,Education,Active,High,79089.3,Doctorate,15,7630,8829,34.24,73.65,Australia,31.35
Economist,Retail,Declining,Low,34690.02,Associate Degree,11,2224,4485,94.27,88.99,USA,75.8
Social worker,Transportation,Active,Low,48640.55,Doctorate,9,9839,2285,84.16,86.6,USA,42.18
Materials engineer,Education,Active,High,107480.14,Associate Degree,9,8209,9061,3.82,54.8,Brazil,42.87
Economist,Healthcare,Declining,Low,95776.98,Doctorate,9,9570,2719,67.1,83.0,USA,68.78
Ecologist,IT,Declining,Low,72609.75,High School,11,1667,1006,48.97,74.45,UK,72.09
"Surveyor, mining",Healthcare,Active,Low,112087.25,Master,0,1719,9407,24.92,55.04,UK,33.86
"Engineer, maintenance (IT)",Entertainment,Declining,Moderate,139712.5,Master,10,170,8989,39.05,82.25,USA,24.96
"Producer, television/film/video",Manufacturing,Declining,Low,77192.8,Bachelor,5,8599,5317,6.09,89.44,Australia,68.48
Building surveyor,Transportation,Active,Low,62828.37,Bachelor,6,4099,6401,79.93,71.86,USA,29.77
Radio broadcast assistant,Retail,Declining,High,51791.67,Doctorate,1,8219,8073,84.11,13.02,Brazil,23.01
Lexicographer,Entertainment,Active,Low,55760.02,Associate Degree,12,503,1346,67.15,96.86,Australia,75.13
"Research officer, political party",Education,Declining,High,59454.94,High School,19,6704,5261,0.23,8.69,India,56.43
Educational psychologist,Finance,Active,Moderate,42488.01,Associate Degree,5,402,6340,51.41,83.34,USA,53.99
Comptroller,IT,Declining,High,77281.53,Master,5,2875,7619,18.72,2.01,Canada,60.24
"Lecturer, higher education",Manufacturing,Declining,High,137571.97,Master,9,1122,3444,69.87,86.68,China,64.01
Probation officer,Finance,Declining,High,130153.62,Bachelor,18,6479,5918,5.12,50.34,India,77.22
Science writer,Transportation,Declining,Moderate,113793.89,Master,16,7508,2627,63.25,76.79,USA,26.47
"Sound technician, broadcasting/film/video",Manufacturing,Active,Moderate,107858.12,Associate Degree,4,1568,2277,45.49,8.58,Australia,29.3
Exercise physiologist,Manufacturing,Declining,Moderate,38098.44,Doctorate,15,4561,9745,29.47,65.0,China,21.37
Charity fundraiser,Entertainment,Active,High,89396.08,Doctorate,13,1485,7901,21.66,27.42,UK,73.9
Volunteer coordinator,Manufacturing,Active,Low,64110.39,Bachelor,8,4618,503,79.42,6.15,Australia,46.97
Sport and exercise psychologist,Transportation,Declining,Moderate,34634.36,High School,9,1445,8431,39.76,0.15,Canada,42.83
Careers information officer,IT,Active,Low,44616.29,Master,0,8759,1961,21.95,78.18,USA,65.01
Illustrator,Entertainment,Declining,Moderate,109252.44,Master,19,3532,2877,68.64,12.1,India,64.88
Animal nutritionist,Retail,Declining,Moderate,134551.61,Doctorate,9,2006,1499,63.25,22.5,India,48.14
Medical illustrator,Retail,Declining,Moderate,50387.37,High School,7,9588,3110,54.35,78.2,China,54.6
Marine scientist,Healthcare,Active,Low,62145.09,Bachelor,20,908,5230,53.9,29.02,USA,67.75
Futures trader,Finance,Declining,Low,65680.54,Master,3,4224,8820,10.11,85.45,Canada,49.52
"Teacher, English as a foreign language",Manufacturing,Declining,Moderate,68860.07,Associate Degree,5,1268,4689,85.42,0.96,Brazil,45.28
Occupational therapist,IT,Declining,High,73136.88,High School,14,4424,2717,0.5,31.59,Germany,31.24
Chief Marketing Officer,Education,Active,Low,41908.92,Doctorate,7,4748,4606,48.77,69.33,Germany,69.85
Geophysical data processor,Transportation,Declining,Moderate,139500.27,Doctorate,3,9702,8480,9.99,7.32,Brazil,63.4
"Nurse, learning disability",IT,Declining,High,62613.61,Doctorate,17,243,6694,77.06,88.97,UK,32.52
"Psychologist, occupational",Entertainment,Declining,Low,120206.9,Associate Degree,15,9481,2028,19.19,20.33,Australia,39.56
Dentist,Entertainment,Declining,Low,115182.65,Master,14,2856,9310,6.38,14.4,Germany,53.54
Garment/textile technologist,Manufacturing,Active,Low,81958.04,Bachelor,20,4340,5232,98.37,46.01,India,61.1
Editorial assistant,Education,Declining,Low,71644.15,High School,4,3045,1378,81.55,3.23,China,25.9
"Psychologist, forensic",IT,Declining,Low,65452.56,Bachelor,6,4803,5188,54.95,27.81,China,47.25
Animal nutritionist,Healthcare,Active,High,120403.35,Associate Degree,10,1909,4486,6.5,3.78,China,46.43
Information officer,Entertainment,Declining,High,63922.67,Associate Degree,8,3749,3871,23.78,45.19,India,27.49
Chiropractor,Retail,Active,High,39063.23,Master,16,7619,171,25.96,4.57,Germany,29.78
"Journalist, magazine",Transportation,Declining,Low,87747.13,Master,5,5541,8177,11.37,59.36,China,28.0
Armed forces operational officer,Retail,Declining,High,32711.55,Doctorate,2,4236,7478,33.88,32.53,UK,72.52
Advertising copywriter,Transportation,Active,Moderate,116905.6,Doctorate,2,2185,4567,15.69,49.96,Canada,60.74
IT sales professional,Education,Active,Low,131535.74,Doctorate,14,9371,5079,37.31,9.83,Australia,24.34
Corporate investment banker,Healthcare,Active,Moderate,56050.88,Master,12,9185,7504,15.08,44.12,USA,49.53
Transport planner,Finance,Active,Moderate,43050.93,Doctorate,4,3427,8781,12.68,55.56,Germany,72.34
Optometrist,Healthcare,Active,Moderate,89305.37,Associate Degree,0,1614,9361,88.12,67.51,UK,45.37
Financial planner,Manufacturing,Active,Low,133185.53,Doctorate,13,6299,4010,49.82,92.83,UK,42.36
"Conservator, museum/gallery",Healthcare,Active,Moderate,51527.99,Master,20,7946,6972,77.38,99.61,UK,70.92
"Nurse, learning disability",Finance,Active,Low,74684.0,High School,9,271,7737,0.85,10.04,China,24.38
Public affairs consultant,IT,Active,Moderate,73645.29,Master,2,7217,9462,90.12,19.41,India,73.35
"Education officer, community",Retail,Active,Moderate,32140.99,High School,1,9634,8178,20.35,20.01,Germany,50.43
Legal secretary,Finance,Declining,Low,42449.41,Master,10,4100,1600,37.96,42.63,Australia,74.87
Purchasing manager,Transportation,Declining,Moderate,66231.58,Doctorate,15,5653,1325,34.42,89.8,Canada,38.19
"Secretary, company",Education,Declining,Low,133084.2,Doctorate,14,9564,4801,29.58,28.42,China,73.46
Commercial/residential surveyor,Healthcare,Declining,Low,94934.48,Bachelor,10,5678,7480,95.53,39.62,Australia,40.99
Chartered legal executive (England and Wales),Manufacturing,Declining,High,139024.13,High School,13,6436,1219,78.76,10.96,Brazil,25.5
Technical brewer,Entertainment,Active,Moderate,37612.64,Doctorate,13,8669,1245,35.16,2.15,Canada,41.47
Medical physicist,Retail,Active,Moderate,83524.45,Master,19,8799,9420,17.1,37.49,Brazil,22.31
"Psychologist, educational",Healthcare,Active,Low,75665.84,High School,1,6975,2558,63.71,78.49,UK,49.24
Charity officer,Healthcare,Active,High,37239.94,Bachelor,6,4187,271,41.98,8.25,India,31.71
Research scientist (maths),Healthcare,Declining,Low,118504.98,High School,18,4417,368,45.23,3.38,Brazil,35.59
Tax inspector,Entertainment,Declining,Moderate,32369.54,Bachelor,3,8426,6771,57.42,4.84,India,31.13
Sales executive,Education,Declining,Low,144257.7,Doctorate,4,6096,4151,54.2,10.86,China,74.59
Minerals surveyor,IT,Declining,Moderate,121536.96,High School,16,6213,1081,34.91,5.01,USA,50.23
Database administrator,IT,Active,Moderate,117924.89,High School,16,3212,6242,33.65,85.71,Australia,52.53
"Surveyor, quantity",Manufacturing,Active,High,123017.67,Doctorate,1,2378,6460,79.2,41.47,Germany,26.5
Management consultant,IT,Active,High,68891.87,High School,3,9585,1503,61.87,90.19,India,37.78
Solicitor,Entertainment,Declining,Low,115281.07,Master,12,8567,8361,29.52,13.8,India,56.75
Primary school teacher,Transportation,Declining,Low,121615.39,Associate Degree,19,4887,8294,9.86,40.64,Germany,76.15
Ecologist,Finance,Active,Low,53727.95,Associate Degree,8,9074,5422,96.1,24.72,Germany,49.63
Patent examiner,Retail,Declining,High,106521.39,High School,16,6378,2712,7.23,38.35,Australia,24.4
Press photographer,Healthcare,Declining,High,65746.05,Associate Degree,6,2408,4344,23.28,97.85,UK,38.17
Television floor manager,Transportation,Declining,Low,95073.76,Master,14,8923,3341,57.45,31.6,Canada,64.62
Commercial horticulturist,Retail,Active,Moderate,97817.37,High School,12,5959,8355,41.28,2.35,Canada,24.33
Mechanical engineer,Transportation,Declining,Moderate,75698.43,Associate Degree,13,2752,9320,20.57,67.65,China,20.88
Visual merchandiser,Manufacturing,Declining,Low,138453.63,High School,0,4840,4836,24.04,48.45,India,30.05
"Administrator, Civil Service",Finance,Active,High,99419.25,Bachelor,19,2537,7227,7.68,32.85,Canada,50.99
Building services engineer,Manufacturing,Declining,Low,106242.33,Bachelor,7,8411,6111,20.71,90.0,USA,56.66
Location manager,Healthcare,Declining,High,113191.35,High School,3,9029,3657,5.49,88.2,USA,68.54
Museum education officer,Entertainment,Active,Low,101664.45,Doctorate,3,9037,7569,19.34,38.69,Canada,69.28
Osteopath,Retail,Declining,High,108839.99,Master,11,8931,2724,66.68,8.43,China,29.22
Commercial horticulturist,Entertainment,Declining,Moderate,42504.06,Master,19,8906,8585,43.02,49.58,Brazil,58.73
Fashion designer,IT,Declining,High,31264.17,High School,6,3894,6101,50.28,22.59,Canada,31.9
Water quality scientist,Retail,Active,High,120788.88,Bachelor,12,5610,2951,4.67,19.99,USA,43.69
Environmental manager,Retail,Active,Low,85227.63,Doctorate,20,9148,2747,26.01,59.23,India,79.13
Police officer,Retail,Declining,High,95212.96,Associate Degree,9,2389,3293,2.11,10.77,USA,32.08
Ambulance person,IT,Declining,High,94437.56,Bachelor,4,1189,851,45.31,32.62,UK,27.28
"Buyer, retail",Entertainment,Declining,Moderate,60342.53,Doctorate,8,1702,832,10.92,87.85,Australia,33.02
Energy engineer,Manufacturing,Declining,Low,88002.93,Master,19,2793,7768,71.61,25.62,Canada,51.03
Purchasing manager,Healthcare,Declining,High,33721.25,Bachelor,19,6948,7085,47.39,22.51,UK,58.21
Mechanical engineer,Education,Declining,High,143868.15,Bachelor,9,6814,3364,8.47,69.43,Canada,36.05
Archaeologist,Healthcare,Active,High,36465.96,High School,9,4389,330,45.71,79.35,Brazil,67.86
Immunologist,Finance,Declining,Low,40271.96,Associate Degree,18,4904,6402,50.66,62.57,Germany,75.97
"Psychotherapist, child",Manufacturing,Declining,Low,48004.97,Associate Degree,7,1550,1620,28.78,43.14,USA,59.43
Building control surveyor,Manufacturing,Declining,High,62623.89,Associate Degree,2,4898,6761,19.48,3.99,China,59.89
"Journalist, broadcasting",Retail,Declining,High,107198.92,Doctorate,15,5835,4565,98.8,19.74,Australia,23.07
Naval architect,Transportation,Declining,Low,35935.22,Doctorate,10,3435,3299,7.44,66.13,Canada,52.06
"Engineer, drilling",Transportation,Declining,Low,143305.4,Bachelor,17,3774,6970,12.72,78.79,Australia,49.46
"Biochemist, clinical",Education,Active,Moderate,49212.71,Doctorate,6,1761,5171,25.77,9.89,China,32.79
Secondary school teacher,Transportation,Active,High,140595.33,High School,8,8929,2014,69.91,71.85,UK,25.17
Housing manager/officer,Retail,Active,Moderate,134926.99,Doctorate,11,3581,6865,76.65,47.07,UK,69.32
Occupational psychologist,Manufacturing,Active,High,89617.24,Associate Degree,15,6654,5831,34.17,77.19,Canada,28.27
Medical laboratory scientific officer,Healthcare,Declining,Low,63437.39,Associate Degree,16,6159,3467,48.27,52.23,UK,77.24
Sales promotion account executive,Manufacturing,Declining,Low,69441.4,Associate Degree,7,1757,4842,24.3,82.93,Germany,28.87
Academic librarian,Healthcare,Declining,Low,40729.43,Bachelor,13,1417,9601,83.49,57.12,Canada,55.18
Location manager,Entertainment,Active,High,70819.63,Master,18,1237,2490,51.1,3.81,China,74.93
"Radiographer, diagnostic",Entertainment,Active,High,128467.07,Bachelor,16,462,8424,44.83,65.12,USA,25.09
Colour technologist,Transportation,Active,Moderate,109565.66,Doctorate,0,8303,5377,40.31,33.34,China,58.37
Chartered certified accountant,IT,Active,Moderate,83906.18,Master,0,8130,2071,30.34,95.01,China,25.72
Actuary,Entertainment,Active,Moderate,62186.16,High School,19,182,8037,84.43,27.99,China,58.94
Plant breeder/geneticist,Education,Declining,High,70067.45,Master,20,946,8811,20.67,37.67,Germany,33.83
Barista,Entertainment,Active,High,142840.61,Associate Degree,11,5610,5451,9.41,20.33,Brazil,51.32
Colour technologist,Manufacturing,Declining,High,47354.0,High School,13,1709,4466,12.94,30.78,Australia,79.56
Building surveyor,Transportation,Active,High,77518.52,High School,10,4460,8869,23.62,27.6,India,64.87
"Engineer, broadcasting (operations)",IT,Declining,Moderate,80480.13,Bachelor,0,2713,2476,25.81,76.13,UK,61.66
Financial risk analyst,Healthcare,Declining,Low,119977.32,Master,19,2077,6177,71.61,52.02,Australia,52.77
Water engineer,Manufacturing,Active,Low,147626.98,Associate Degree,1,8929,6002,2.99,15.25,China,60.43
Hydrogeologist,Retail,Active,Moderate,64224.88,Associate Degree,10,7976,8622,84.63,77.05,Brazil,34.01
Forest/woodland manager,Finance,Declining,High,105233.7,High School,9,3848,2546,38.61,1.73,China,70.52
Legal executive,Transportation,Active,High,77252.58,High School,6,3967,859,23.43,52.45,China,25.53
Sub,Finance,Declining,Low,91900.06,High School,10,8303,7436,35.09,5.35,China,52.42
Chiropodist,Manufacturing,Declining,Moderate,51487.31,Bachelor,12,1182,7504,17.15,22.21,Brazil,21.96
"Designer, jewellery",Manufacturing,Active,Low,77453.27,Bachelor,14,1357,8366,84.85,60.02,China,43.97
"Librarian, academic",Finance,Active,Low,90159.08,High School,13,5472,1666,57.17,70.32,Brazil,24.85
Emergency planning/management officer,IT,Active,High,66088.85,Bachelor,1,4254,1114,55.31,93.76,UK,37.14
Web designer,Education,Declining,Low,144317.34,Master,16,1551,1402,25.23,77.23,UK,71.83
Educational psychologist,Education,Active,High,111204.78,Master,7,6598,8325,4.92,44.61,USA,76.78
Furniture designer,Transportation,Active,Moderate,60226.26,Doctorate,18,3136,7814,41.16,5.14,UK,32.81
Government social research officer,Transportation,Declining,High,104989.6,Associate Degree,0,840,3626,51.54,69.4,Australia,37.45
"Geologist, wellsite",Entertainment,Declining,High,47657.16,Associate Degree,14,1267,657,38.45,49.57,Germany,32.67
"Editor, magazine features",IT,Active,Low,140056.08,Doctorate,18,9516,7418,23.39,28.67,India,32.21
Petroleum engineer,Transportation,Declining,Moderate,104286.33,Master,4,3484,5888,85.46,65.83,Canada,59.08
"Administrator, charities/voluntary organisations",Finance,Declining,High,39242.47,Bachelor,20,5488,8052,57.07,97.17,UK,52.57
Audiological scientist,IT,Declining,Moderate,121079.69,Doctorate,11,6932,8170,65.41,94.6,USA,73.15
"Surveyor, insurance",Retail,Declining,Low,74189.98,Bachelor,17,9803,6047,87.96,66.65,China,54.39
Translator,Healthcare,Declining,Low,106460.52,Associate Degree,4,9502,3122,38.93,71.69,China,25.44
"Teacher, music",Education,Declining,Low,125646.43,High School,7,7055,9459,3.0,90.78,Australia,21.31
Technical brewer,Manufacturing,Declining,Moderate,77213.71,Doctorate,1,5735,5117,47.03,67.14,USA,51.69
Commercial/residential surveyor,Healthcare,Active,Low,39078.16,High School,7,4544,989,83.08,35.95,USA,29.32
"Engineer, control and instrumentation",Manufacturing,Declining,Low,37715.93,High School,8,6880,7482,87.66,88.04,Brazil,74.54
Animator,Retail,Declining,High,146121.11,Associate Degree,16,1157,449,57.9,41.43,Brazil,62.11
Gaffer,Retail,Active,Low,148493.85,Doctorate,12,6687,6423,51.51,74.59,India,72.63
"Programmer, multimedia",Healthcare,Active,Moderate,95899.74,Master,2,8853,1145,87.91,52.17,UK,71.72
Industrial/product designer,Entertainment,Declining,High,50502.95,Associate Degree,13,2136,8218,51.21,86.25,Brazil,24.68
"Education officer, environmental",Transportation,Active,Moderate,90938.74,Associate Degree,0,8725,2503,96.23,24.49,UK,65.31
English as a second language teacher,Manufacturing,Declining,Moderate,109081.24,Master,10,7048,665,10.19,62.12,USA,46.52
"Surveyor, planning and development",Finance,Active,Moderate,63329.32,High School,14,163,7028,59.64,27.27,India,50.07
Quantity surveyor,IT,Declining,Low,39614.24,Master,19,9894,2277,11.1,66.27,UK,43.75
"Teacher, music",Healthcare,Declining,Low,84116.51,Master,3,9710,9099,18.31,60.35,Australia,78.89
Civil Service administrator,Finance,Active,Low,60143.84,Bachelor,7,2753,4443,60.56,75.62,USA,71.89
Oceanographer,Entertainment,Active,High,113134.48,Master,5,3922,2245,99.14,85.89,India,23.52
